CALIFORNIA,,,,,,,,,
"Individual Income Tax Returns: 
083,"$75,000 under $100,000",7880,22547,7760,21278,7760,21594,8140,22776
083,"$100,000 under $200,000",17890,70765,17740,68954,17180,65749,16190,62222
083,"$200,000 or more",10370,208906,10070,234529,9500,189895,8160,176380
,,,,,,,,,
085,Santa Clara County,"317,460","8,578,812","313,170","5,097,060","301,950","4,773,311","291,610","2,614,360"
085,Under $1,0,0,0,0,0,0,0,0
085,"$1 under $10,000",2440,2523,2430,2517,2320,2309,2810,2779
085,"$10,000 under $25,000",6820,12169,6850,12255,6900,11725,8200,13230
085,"$25,000 under $50,000",19100,43153,19720,43228,20280,42130,22980,44474
085,"$50,000 under $75,000",27480,67780,28120,68736,29130,67943,32490,70521
085,"$75,000 under $100,000",32930,84973,33430,84637,34060,83950,36520,88921
085,"$100,000 under $200,000",105880,341806,105890,337214,103680,322151,102430,309975
085,"$200,000 or more",122810,8026408,116730,4548473,105580,4243103,86180,2084460
,,,,,,,,,
087,Santa Cruz County,"38,610","155,088","38,050","229,174","37,100","153,998","36,910","158,111"
087,Under $1,0,0,0,0,0,0,0,0
087,"$1 under $10,000",550,555,540,511,530,515,650,619
087,"$10,000 under $25,000",1550,2340,1600,2364,1600,2274,1900,2606
087,"$25,000 under $50,000",3760,6513,3730,6271,3780,6234,4450,6885
087,"$50,000 under $75,000",5040,10310,5010,10166,5290,10284,5760,10859
087,"$75,000 under $100,000",5300,12888,5240,11886,5380,12142,5700,12451
087,"$100,000 under $200,000",13700,41715,13540,41254,12950,38541,12320,35166
087,"$200,000 or more",8710,80767,8390,156722,7570,84008,6130,89525
,,,,,,,,,
089,Shasta County,"17,630","72,840","17,060","66,698","17,020","61,934","17,800","60,454"
089,Under $1,0,0,0,0,0,0,0,0
089,"$1 under $10,000",330,404,300,346,310,353,400,426
089,"$10,000 under $25,000",1040,2199,1010,2137,1050,2254,1290,2545
089,"$25,000 under $50,000",2570,6606,2500,6251,2610,6343,3060,6607
089,"$50,000 under $75,000",3150,8869,3110,8703,3190,8410,3570,8834
089,"$75,000 under $100,000",2990,9894,2950,9085,3050,9166,3280,9533
089,"$100,000 under $200,000",5880,23925,5570,22362,5360,20170,4990,18096
089,"$200,000 or more",1670,20943,1620,17814,1450,15238,1210,14413
,,,,,,,,,
091,Sierra County,260,824,280,738,270,858,300,817
091,Under $1,0,0,0,0,0,0,0,0
091,"$1 under $10,000",20,23,30,39,**,**,20,23
091,"$10,000 under $25,000",**,**,**,**,30,37,**,**
091,"$25,000 under $50,000",50,126,50,75,40,60,50,63
091,"$50,000 under $75,000",40,88,50,133,60,140,80,163
091,"$75,000 under $100,000",60,192,50,187,50,175,50,196
091,"$100,000 under $200,000",90,395,100,304,90,446,100,372
091,"$200,000 or more",**,**,**,**,**,**,**,**
,,,,,,,,,
093,Siskiyou County,"3,450","13,985","3,410","14,224","3,450","13,532","3,720","13,747"
093,Under $1,0,0,0,0,0,0,0,0
093,"$1 under $10,000",100,146,90,119,90,103,100,122
093,"$10,000 under $25,000",240,546,250,497,240,452,320,553
093,"$25,000 under $50,000",590,1500,610,1460,630,1775,790,1771
093,"$50,000 under $75,000",710,2336,690,2175,720,2219,830,2204
093,"$75,000 under $100,000",600,1951,590,1859,620,1936,670,2236
093,"$100,000 under $200,000",970,4201,940,4080,920,3519,830,3345
093,"$200,000 or more",240,3305,240,4034,230,3528,180,3516
,,,,,,,,,
095,Solano County,"64,570","229,890","62,650","211,852","60,330","194,749","59,420","177,969"
095,Under $1,0,0,0,0,0,0,0,0
095,"$1 under $10,000",720,810,700,801,630,647,680,739
095,"$10,000 under $25,000",2250,4322,2290,4439,2260,3973,2480,4165
095,"$25,000 under $50,000",7350,17334,7320,16680,7350,16336,8120,16488
095,"$50,000 under $75,000",10760,28512,10800,28431,10780,27726,11400,27574
095,"$75,000 under $100,000",11090,33208,10670,30596,10470,28650,10890,29219
095,"$100,000 under $200,000",24910,89590,23960,86748,22820,79589,21140,71122
095,"$200,000 or more",7490,56114,6910,44157,6020,37828,4710,28662
,,,,,,,,,
097,Sonoma County,"72,610","286,823","73,590","306,875","71,470","284,047","71,870","248,174"
097,Under $1,0,0,0,0,0,0,0,0
097,"$1 under $10,000",1200,1082,1200,1125,1180,1037,1430,1382
097,"$10,000 under $25,000",3060,4637,3220,4611,3170,4691,3850,5369
097,"$25,000 under $50,000",7400,13128,7740,13735,8080,14631,9480,15250
097,"$50,000 under $75,000",10550,21072,11070,21409,11360,22251,12730,22753
097,"$75,000 under $100,000",10980,24605,11370,25762,11470,25020,12180,26061
097,"$100,000 under $200,000",27050,81712,26700,78690,25310,74531,23560,68069
097,"$200,000 or more",12370,140587,12290,161543,10900,141886,8640,109290
,,,,,,,,,
099,Stanislaus County,"52,950","209,103","51,340","211,128","49,410","198,688","49,890","183,624"
099,Under $1,0,0,0,0,0,0,0,0
099,"$1 under $10,000",660,773,660,788,590,655,730,853
099,"$10,000 under $25,000",2330,4455,2370,4616,2280,4341,2790,4742
099,"$25,000 under $50,000",7510,16234,7420,15557,7760,16320,8900,17390
099,"$50,000 under $75,000",10290,25255,10110,25265,10070,25072,10880,26070
099,"$75,000 under $100,000",9760,28959,9320,26706,9140,26907,9270,27010
099,"$100,000 under $200,000",17480,72911,16560,68438,15280,62707,13880,56130
099,"$200,000 or more",4920,60516,4900,69758,4290,62686,3440,51429
,,,,,,,,,
101,Sutter County,"9,210","35,600","9,160","36,371","8,900","34,030","9,290","30,948"
101,Under $1,0,0,0,0,0,0,0,0
101,"$1 under $10,000",120,128,100,117,100,109,140,183
101,"$10,000 under $25,000",420,842,420,833,420,826,520,953
101,"$25,000 under $50,000",1360,3359,1390,3235,1350,2845,1700,3480
101,"$50,000 under $75,000",1730,4269,1720,4404,1780,4903,1970,4830
101,"$75,000 under $100,000",1630,4961,1620,5325,1640,5450,1760,5101
101,"$100,000 under $200,000",3120,12640,3000,11829,2840,11488,2570,10038
101,"$200,000 or more",830,9401,910,10628,770,8409,630,6363
,,,,,,,,,
103,Tehama County,"4,150","13,833","4,200","14,126","4,080","13,032","4,390","12,397"
103,Under $1,0,0,0,0,0,0,0,0
103,"$1 under $10,000",80,85,90,129,80,80,90,103
103,"$10,000 under $25,000",240,503,240,513,280,567,330,534
103,"$25,000 under $50,000",680,1537,670,1637,710,1663,840,1753
103,"$50,000 under $75,000",750,2393,760,2220,770,2062,920,2215
103,"$75,000 under $100,000",750,2215,730,2138,730,2385,780,2181
103,"$100,000 under $200,000",1330,4686,1350,4809,1210,3901,1180,3859
103,"$200,000 or more",320,2414,360,2680,300,2374,250,1752
,,,,,,,,,
105,Trinity County,820,"2,869",800,"2,973",810,"2,805",860,"2,487"
105,Under $1,0,0,0,0,0,0,0,0
105,"$1 under $10,000",30,42,20,21,20,17,30,30
105,"$10,000 under $25,000",60,108,80,148,80,173,90,147
105,"$25,000 under $50,000",140,367,130,388,130,306,170,396
105,"$50,000 under $75,000",180,491,160,462,170,493,210,564
105,"$75,000 under $100,000",130,418,140,522,150,463,120,385
105,"$100,000 under $200,000",210,877,220,890,210,833,200,688
105,"$200,000 or more",70,566,50,542,50,520,40,277
,,,,,,,,,
107,Tulare County,"34,610","151,969","33,800","154,114","32,900","147,888","33,000","132,027"
107,Under $1,0,0,0,0,0,0,0,0
107,"$1 under $10,000",410,590,360,475,380,524,460,585
107,"$10,000 under $25,000",1620,3370,1560,3348,1630,3412,1930,3749
107,"$25,000 under $50,000",6080,13911,6010,13595,5960,13546,6530,13797
107,"$50,000 under $75,000",7290,20469,7080,19840,7000,19623,7520,19835
107,"$75,000 under $100,000",6150,21146,6130,21135,5940,20958,5900,19538
107,"$100,000 under $200,000",10260,49008,9860,46529,9390,44858,8470,38846
107,"$200,000 or more",2800,43475,2800,49192,2600,44967,2190,35677
,,,,,,,,,
109,Tuolumne County,"6,570","25,412","6,330","23,810","6,230","22,784","6,550","22,877"
109,Under $1,0,0,0,0,0,0,0,0
109,"$1 under $10,000",160,176,140,157,150,126,190,180
109,"$10,000 under $25,000",420,787,430,864,430,794,510,951
109,"$25,000 under $50,000",910,2143,980,2355,980,2359,1180,2498
109,"$50,000 under $75,000",1130,3098,1120,3043,1150,2955,1300,3193
109,"$75,000 under $100,000",1160,3620,1060,3162,1090,3271,1190,3390
109,"$100,000 under $200,000",2220,9556,2060,8594,1950,8036,1750,6963
109,"$200,000 or more",570,6032,540,5635,480,5243,430,5702
,,,,,,,,,
111,Ventura County,"132,120","596,155","130,700","547,147","128,080","561,575","129,280","510,051"
111,Under $1,0,0,0,0,0,0,0,0
111,"$1 under $10,000",1740,1853,1700,2036,1590,1556,1860,2003
111,"$10,000 under $25,000",4980,8354,4930,8183,4930,7997,5670,8997
111,"$25,000 under $50,000",13690,27492,14090,27903,14260,27409,15890,28522
111,"$50,000 under $75,000",18680,44050,18690,43488,19070,43354,20940,45548
111,"$75,000 under $100,000",20000,54911,19790,53034,20180,53162,21220,54387
111,"$100,000 under $200,000",48490,173832,47770,170794,46310,163737,44890,152983
111,"$200,000 or more",24540,285663,23730,241709,21740,264360,18810,217611
,,,,,,,,,
113,Yolo County,"25,880","108,738","25,220","98,162","24,560","89,207","24,350","92,479"
113,Under $1,0,0,0,0,0,0,0,0
113,"$1 under $10,000",200,209,180,192,190,219,190,195
113,"$10,000 under $25,000",690,1440,650,1236,640,1243,780,1277
113,"$25,000 under $50,000",2370,4913,2370,4867,2520,4769,3010,5354
113,"$50,000 under $75,000",3810,8977,3770,8475,3840,8206,4280,8805
113,"$75,000 under $100,000",3820,10278,3910,10235,3880,10274,4140,9957
113,"$100,000 under $200,000",10140,36143,9720,33631,9250,30495,8530,27458
113,"$200,000 or more",4850,46778,4620,39526,4240,34001,3420,39433
,,,,,,,,,
115,Yuba County,"5,860","18,492","5,770","18,568","5,490","16,776","5,600","15,706"
115,Under $1,0,0,0,0,0,0,0,0
115,"$1 under $10,000",60,78,70,93,60,52,80,91
115,"$10,000 under $25,000",250,502,270,507,290,511,350,689
115,"$25,000 under $50,000",970,2219,1010,2330,980,2375,1090,2197
115,"$50,000 under $75,000",1290,3398,1230,3200,1260,3027,1340,3075
115,"$75,000 under $100,000",1100,3176,1060,2818,1050,2866,1100,3024
115,"$100,000 under $200,000",1920,7072,1850,6837,1630,5935,1430,4983
115,"$200,000 or more",270,2047,280,2783,220,2010,210,1647
"** - Not shown to avoid disclosure of information 
about specific taxpayers.  However, the data are 
combined with data in an adjacent size class, 
as appropriate, and included in the appropriate totals.",,,,,,,,,
"[1] The County Federal Information Processing System (FIPS) 
Codes used for these statistics were derived from the 
U.S. Census Bureau.  A complete list of codes can be obtained from",,,,,,,,,
https://www.census.gov/geo/reference/codes/cou.html,,,,,,,,,
"[2] The ""Number of volunteer prepared returns"" shows counts of 
returns prepared by IRS-certified volunteers to taxpayers with 
limited income, persons with disabilities, limited English speaking 
taxpayers, current and former members of the military, and 
taxpayers who are 60 years of age and older.",,,,,,,,,
[3] Includes primary taxpayers 60 years of age or older.,,,,,,,,,
[4] Less deficit.,,,,,,,,,
"[5] ""Qualified dividends"" are ordinary dividends received 
in tax years beginning after 2002 that meet certain 
conditions and receive preferential tax rates. 
The maximum qualified dividends tax rate is 20%.",,,,,,,,,
"[6] Includes the Alaskan permanent fund, reported by 
residents of Alaska on Forms 1040A and 1040EZ's.  
This fund only applies to statistics in the totals, and the 
state of Alaska.",,,,,,,,,
"[7] ""Earned income credit"" includes both the refundable 
and non-refundable portions.  The non-refundable portion 
could reduce income tax and certain related taxes to zero. 
The earned income credit amounts in excess of total tax 
liability, or amounts when there was no tax liability at all, 
were refundable.  See footnote 8 below for explanation 
of the refundable portion of the earned income credit.",,,,,,,,,
"[8] The refundable portion of the ""earned income credit"" 
equals ""total income tax"" minus the ""earned income credit.""  
If the result is negative, this amount is considered the 
refundable portion.  No other refundable credits were 
taken into account for this calculation.",,,,,,,,,
"[9]  ""Income tax"" reflects the amount reported on 
Form 1040 line 56.  It also includes data from 
Form 1040A and 1040EZ filers.  ",,,,,,,,,
"[10] ""Total tax liability"" differs from ""Income tax,"" in that
""Total tax liability"" includes the taxes from recapture of 
certain prior-year credits, tax applicable to individual 
retirement arrangements (IRA's), social security taxes 
on self-employment income and on certain tip income, 
advanced earned income payments, household
employment taxes, and certain ""other taxes"" listed 
in the Form 1040 instructions.",,,,,,,,,
"[11] Reflects payments to or withholdings made to 
""Total tax liability"".  This is the amount the tax filer 
owes when the income tax return is filed.",,,,,,,,,
"[12]  The amount of overpayments the tax filer requested to 
have refunded. ",,,,,,,,,
"NOTE: This table presents aggregates of all returns filed and
processed through the Individual Master File (IMF) system 
during Calendar Year 2017, including any returns filed for 
tax years preceding 2016.",,,,,,,,,
"This table is based on tax returns as initially processed by IRS
and does not reflect amended returns or errors that were
corrected after initial processing. In general, during administrative 
or Master File processing, taxpayer reporting discrepancies are 
corrected only to the extent necessary. The statistics in the county 
data should, therefore, be used with the knowledge that some of the 
data have not been perfected or edited for statistical purposes 
and that State totals in this table may not be altogether 
comparable to other State totals published by the IRS, 
Statistics of Income Division. ",,,,,,,,,
Detail may not add to totals because of rounding.,,,,,,,,,
"SOURCE: IRS, Statistics of Income Division, 
Individual Master File System, August 2018.",,,,,,,,,
